name,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,access,public_access_hours_open,public_access_hours_close,public_access_days,data_as_of
Mountain Lake Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78685501,-122.47042907,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Rec Center,restroom,0,0,0,0,37.71630766055233,-122.4574613171202,publicly_accessible,08:00:00,20:00:00,Daily,2024/09/06 03:41:57 PM
Mission Pit Stop - 344 14th St.,restroom,0,0,0,0,37.7682576,-122.4210014,publicly_accessible,,,,2024/10/10 10:39:51 AM
Margaret S.Hayward Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.780785470000005,-122.42681556,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Richmond Playground Clubhouse,restroom,0,0,0,0,37.78532679622686,-122.4779616206248,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Kid Power Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76416757,-122.42024528,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Bottle filler,drinking_water,1,1,0,0,37.769184296810465,-122.50650309613326,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/05 11:36:41 AM
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.7942912,-122.41169416,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Crocker Amazon Clubhouse,restroom,0,0,0,0,37.71521921017252,-122.43182548843647,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Crane Cove Park,out_of_service,0,0,0,0,37.76302,-122.38734,limited_access,,,Daily,2024/10/04 01:51:23 PM
Hellman Hollow Restrooms,restroom,0,0,0,0,37.76953475824801,-122.48470587714614,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Fulton Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77352788,-122.48698761,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Tennis Center Bottle filling station,drinking_water,1,1,0,0,37.77057769,-122.45868065,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Willie Woo Woo Wong Clubhouse,restroom,0,0,0,0,37.793628709866944,-122.40704782153728,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
South Sunset Clubhouse,restroom,0,0,0,0,37.73806926327971,-122.49828821730264,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Palega Rec Center,restroom,0,0,0,0,37.729207014099,-122.4097418452673,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
SoMa Pit Stop - 6th and Natoma streets,restroom,0,0,0,0,37.780182,-122.4077046,publicly_accessible,,,,2024/10/10 10:39:51 AM
Gilman Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.71732522,-122.3871789,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Port of San Francisco,restroom,0,0,0,0,37.79689,-122.39505,limited_access,08:00:00,17:30:00,Daily,2024/10/04 01:51:23 PM
Noe Square Restrooms,restroom,0,0,0,0,37.7512702164513,-122.42884463564263,publicly_accessible,08:00:00,20:00:00,Daily,2024/10/09 03:33:11 PM
Grattan Clubhouse,restroom,0,0,0,0,37.76275999979258,-122.45197359512166,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Richmond Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78521182,-122.47790053,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.76718375,-122.5079935,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Pier 41,restroom,0,0,0,0,37.810489,-122.410821,publicly_accessible,07:00:00,22:00:00,Daily,2024/10/04 01:51:23 PM
Collis P. Huntington Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.79207822,-122.41238227,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Exposition Space,restroom,0,0,0,0,37.80215891886645,-122.448793308729,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Rochambeau Clubhouse,restroom,0,0,0,0,37.78501370787081,-122.4845445288129,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Eureka Valley Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75991576,-122.43629271,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
J.P. Murphy Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.7515454,-122.46518978,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Marina Green West Restroom,restroom,0,0,0,0,37.80567366353541,-122.44826248305824,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Restroom,restroom,0,0,0,0,37.7383375782108,-122.48372258791242,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Conservatory Restrooms,restroom,0,0,0,0,37.772607110210295,-122.46078915493447,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Booker T Washington Community Center,drinking_water,0,1,0,0,37.78413,-122.446083,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Ferry Buiding #2,restroom,0,0,0,0,37.79542,-122.39363,limited_access,07:00:00,22:00:00,Daily,2024/10/04 01:51:23 PM
Restrooms,restroom,0,0,0,0,37.77236922545648,-122.44763869311576,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
DiMaggio Path Drinking Fountain,drinking_water,1,0,0,0,37.802613,-122.41204768,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mission Pit Stop - 24th and Mission (JCDecaux),restroom,0,0,0,0,37.7521752,-122.4185771,publicly_accessible,,,,2024/10/10 10:39:51 AM
Alioto Mini Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75899385,-122.41823059,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Earl's Organic,drinking_water,0,1,1,0,37.744233,-122.398524,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Drinking Fountain,drinking_water,1,1,0,0,37.71770229,-122.47036815,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Heights Park - Drinking Fountain/Cooler,drinking_water,1,0,0,1,37.75014593,-122.46853687,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Sava Pool,restroom,0,0,0,0,37.738477671991625,-122.4758752112342,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/20 12:09:34 PM
Matthew Boxer Stadium,restroom,0,0,0,0,37.72617621720311,-122.44515610209348,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/20 12:09:34 PM
Pier 39,restroom,0,0,0,0,37.80914,-122.409882,publicly_accessible,07:00:00,22:00:00,Daily,2024/10/04 01:51:23 PM
Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.75150115,-122.42887883,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Palega Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.72890703,-122.40968717,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Pine Lake Park Clubhouse,restroom,0,0,0,0,37.735993787219805,-122.48720705541815,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Oracle Park,restroom,1,0,0,0,37.778694,-122.387639,publicly_accessible,,,Special Events,2024/10/04 01:51:23 PM
Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.7773695,-122.40646208,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Merced Heights Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.717670209999994,-122.47010351,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Washington Square - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.80103016,-122.41062974,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mens Bathroom,restroom,0,0,0,0,37.770445860001146,-122.46944607610232,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Youngblood Coleman Restrooms,restroom,0,0,0,0,37.73921038144877,-122.3857311173451,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Douglass Dog Play Area Drinking Fountain,drinking_water,1,0,0,0,37.74642884,-122.43829272,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Adam Rodgers Park - Drinking fountain,drinking_water,1,0,0,0,37.73083874,-122.38377727,publicly_accessible,08:00:00,20:00:00,Daily,2024/10/01 05:06:30 PM
Camp Mather - Drinking fountain,drinking_water,1,0,0,0,37.87944138,-119.8540079,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/19 09:47:28 AM
Goldman Restrooms,restroom,0,0,0,0,37.73559816229882,-122.478895784974,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Ferry Building,drinking_water,1,1,0,0,37.79542,-122.39363,limited_access,07:00:00,22:00:00,Daily,2024/10/04 01:51:23 PM
Lake Merced Boathouse,restroom,0,0,0,0,37.72547563901899,-122.49936477572166,limited_access,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Park Aid Station,restroom,0,0,0,0,37.76698914381392,-122.45335127496452,limited_access,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Silver Terrace Clubhouse,restroom,0,0,0,0,37.732517086819065,-122.40239900743153,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Duboce Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76940612,-122.43356966,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
McCoppin Square - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.743363849999994,-122.48072332,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Betty Ann Ong Rec Center,restroom,0,0,0,0,37.79427381465304,-122.41169060223632,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
John McLaren Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.72325484,-122.42086563,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Kezar Turf Drinking fountain,drinking_water,1,1,0,0,37.7672486,-122.45680307,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.72556145806361,-122.39303328506476,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
West Portal Clubhouse,restroom,0,0,0,0,37.74168341043762,-122.4653079501994,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Drinking Fountain,drinking_water,1,0,0,0,37.76632514,-122.4665871,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Kezar Turf Drinking fountain,drinking_water,1,0,0,0,37.7669947,-122.45742194,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
George Christopher Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.74424925,-122.44036075,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Tenderloin Pit Stop - Eddy St. and Larkin St.,restroom,0,0,0,0,37.783353,-122.41769,publicly_accessible,,,,2024/10/10 10:39:51 AM
North Beach Branch Library,drinking_water,1,0,0,0,37.80253081500007,-122.41313485899995,limited_access,,,Daily,2024/10/10 10:24:00 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.76453532,-122.50499565,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Helen Wills Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.79571824999999,-122.42048044,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.73959728403332,-122.4761704225644,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Tenderloin Pit Stop - 474 O'Farrell Street,restroom,0,0,0,0,37.7858991,-122.4119361,publicly_accessible,,,,2024/10/10 10:39:51 AM
Youngblood-Coleman Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.73918599,-122.38562641,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.770232410000006,-122.49551831,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Southeast Community Center Restroom,restroom,0,0,0,0,37.7428,-122.387319,limited_access,07:00:00,19:00:00,Weekdays,2024/06/27 01:43:12 PM
Lafayette Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.791014219999994,-122.4273439,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Sharon Arts Studio,restroom,0,0,0,0,37.768251658039155,-122.4582606346775,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Margaret S.Hayward Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78087932,-122.42537904,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
McLaren Bike Restroom,restroom,0,0,0,0,37.71413459070176,-122.42329114112184,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Alice Chalmers Clubhouse,restroom,0,0,0,0,37.70950402468936,-122.44706570405378,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Christopher Clubhouse,restroom,0,0,0,0,37.74402066778578,-122.44026812980984,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Excelsior Clubhouse,restroom,0,0,0,0,37.720234550340486,-122.43358551158578,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Presidio Heights Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78853175,-122.44979583,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Alamo Square - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.77571844,-122.43461825,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mountain Lake Park - Drinking Fountain/Cooler,drinking_water,1,0,0,1,37.786971920000006,-122.46779969,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Eureka Rec Center,restroom,0,0,0,0,37.76025855824598,-122.43646112984024,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
Pier 7,drinking_water,1,1,0,0,37.79897,-122.39703,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Crocker Amazon Fieldhouse,restroom,0,0,0,0,37.713562701693014,-122.43000619846528,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Washington Square - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.80052342,-122.40978818,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.73712250106413,-122.42058678323949,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Haight Ashbury Pit Stop - Stanyan and Waller streets (JCDecaux),restroom,0,0,0,0,37.7682426,-122.4534175,publicly_accessible,,,,2024/10/10 10:39:51 AM
Mid-Market Pit Stop - U.N. Plaza (JCDecaux),restroom,0,0,0,0,37.7801432,-122.4130822,publicly_accessible,,,,2024/10/10 10:39:51 AM
Restroom,restroom,0,0,0,0,37.728526970911986,-122.46602410190816,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Richmond Rec Center,restroom,0,0,0,0,37.78340553001032,-122.4780934534974,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
Pier 14,drinking_water,1,1,0,0,37.793789,-122.392106,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.76398713,-122.39912816,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.782884097867246,-122.49085411307505,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Sunset Rec Center,restroom,0,0,0,0,37.75706028122408,-122.4869080712594,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
Youngblood Coleman Clubhouse,restroom,0,0,0,0,37.73797742460086,-122.3841349638076,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Noe Valley Courts - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.751456729999994,-122.43894594,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Cow Hollow Clubhouse,restroom,0,0,0,0,37.79738737216096,-122.4446742167726,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Camp Mather - Drinking fountain,drinking_water,1,0,0,0,37.88292918,-119.85583474,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/19 10:00:34 AM
Union Square - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.787879229999994,-122.40697736,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Drinking Fountain/Cooler,drinking_water,1,0,0,1,37.736636360000006,-122.44061655,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Noe Valley Branch Library,drinking_water,1,0,0,0,37.75022804200006,-122.43509024199994,limited_access,,,Daily,2024/10/10 10:24:00 AM
St Mary's Rec Center,restroom,0,0,0,0,37.734068492410614,-122.42170662551818,publicly_accessible,08:00:00,20:00:00,Daily,2024/09/05 02:26:25 PM
Yacht Harbor and Marina Green - Toilet,restroom,0,0,0,0,37.80665433,-122.44255446,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Argonne Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77958072,-122.47777183,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Tenderloin Recreation Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78479959,-122.41547704,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Balboa Park - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.72582314,-122.443341,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Rose Garden Bathroom,restroom,0,0,0,0,37.77152256950022,-122.47202101051468,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Bayview Pit Stop - Mendell Plaza,restroom,0,0,0,0,37.7340389,-122.3908134,publicly_accessible,,,,2024/10/10 10:39:51 AM
Helen Wills Clubhouse,restroom,0,0,0,0,37.79573314221017,-122.42054753311784,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Potrero Branch Library,drinking_water,1,0,0,0,37.760135940000055,-122.39766410099998,limited_access,,,Daily,2024/10/10 10:24:00 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76699483,-122.45332847,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Eureka Valley Branch Library/ Harvey Milk Memorial Branch Library,drinking_water,1,0,0,0,37.76406037000004,-122.43188171699995,limited_access,,,Daily,2024/10/10 10:24:00 AM
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.79437392,-122.41185105,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
South Restrooms,restroom,0,0,0,0,37.76680514804955,-122.4683584852519,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Pier 42,restroom,0,0,0,0,37.810759,-122.410441,publicly_accessible,07:00:00,22:00:00,Daily,2024/10/04 01:51:23 PM
In Chan Kaajal Park - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.76379713,-122.41555595,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restroom,restroom,0,0,0,0,37.74353236081232,-122.48092128937846,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Junipero Serra Clubhouse,restroom,0,0,0,0,37.72509664467659,-122.4740986263154,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Palace of Fine Arts - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.80168735,-122.44791247,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Bocce Ball Courts,restroom,0,0,0,0,37.71489675900471,-122.43204290963838,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/20 10:36:57 AM
Coit Tower,restroom,0,0,0,0,37.80244444556374,-122.40586285398844,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/20 10:36:57 AM
GGP 5 Dog Play Area Drinking Fountain,drinking_water,1,1,0,0,37.77094112,-122.49901861,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.77608607438947,-122.43432885373568,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Woh Hei Yuen Clubhouse,restroom,0,0,0,0,37.79566305898598,-122.41036014811358,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
West Portal Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.74173871,-122.46518014,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
McKinley Square - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75910871999999,-122.40447578,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77273826,-122.45794473,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
McLaren Mansell Clubhouse,restroom,0,0,0,0,37.719149523186175,-122.4126962340035,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Louis Sutter Playground - Drinking Fountain,drinking_water,1,1,0,0,37.72247854,-122.41423995,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.73389881070508,-122.44827786620232,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Salvation Army Headquarters,drinking_water,0,1,0,0,37.7814174,-122.4020001,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Pine Lake Dog Play Area Drinking Fountain,drinking_water,1,0,0,0,37.73679292,-122.48263593,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mission Pit Stop - SFGH Building 80/90 COVID 19 Pit Stop,restroom,0,0,0,0,37.7571167,-122.4056906,publicly_accessible,,,,2024/10/10 10:39:51 AM
Gilman Clubhouse,restroom,0,0,0,0,37.7168010634532,-122.38835499090985,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Bernal Heights Branch Library,drinking_water,1,0,0,0,37.73885128400008,-122.41610523099996,limited_access,,,Daily,2024/10/10 10:24:00 AM
Chain of Lakes Restroom,restroom,0,0,0,0,37.767975489668096,-122.50181865801784,publicly_accessible,08:00:00,20:00:00,Daily,2024/09/04 01:18:59 PM
Drinking Fountain,drinking_water,1,0,0,0,37.71360476,-122.43296599,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Glen Park Rec Center,restroom,0,0,0,0,37.7370245859576,-122.44076950422266,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
Cabrillo Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77297404,-122.49900828,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Crocker Amazon Playground - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.71379099,-122.42993906,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Camp Mather - Drinking fountain,drinking_water,1,0,0,0,37.88344952,-119.85691668,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/19 10:00:34 AM
Youngblood Colman Park,drinking_water,0,1,1,0,37.739575,-122.385795,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Hayward Path Drinking Fountain,drinking_water,1,1,0,0,37.78074053,-122.42663067,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Lake Merced Park - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.72594388,-122.49985019,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Coleridge Mini Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.74428394,-122.41949465,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Bayfront Park #1,drinking_water,1,1,1,1,37.767503,-122.386062,,,,,2024/10/04 01:51:23 PM
"Heron's Head Park, Eco Center",drinking_water,1,1,0,1,37.740119,-122.37597,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
West Restroom,restroom,0,0,0,0,37.72515055880462,-122.44552972539844,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.71509077,-122.45890729,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
DuPont Tennis Courts - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78286232,-122.49084131,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Cabrillo Clubhouse,restroom,0,0,0,0,37.77310559016735,-122.49848816074775,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
