name,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,access,public_access_hours_open,public_access_hours_close,public_access_days,data_as_of
"Pier 7, J C Decaux",restroom,0,0,0,0,37.79897,-122.39703,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
James Rolph Jr Clubhouse,restroom,0,0,0,0,37.75003212278121,-122.40660090433184,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Glen Park Branch Library,drinking_water,1,0,0,0,37.733980204000034,-122.43383315499996,limited_access,,,Daily,2024/10/10 10:24:00 AM
Lafayette Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.79159623,-122.42817796,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Portsmouth Square - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.79460917,-122.40557791,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Chowder Hut,restroom,0,0,0,0,37.8087256,-122.4155803,publicly_accessible,08:00:00,20:00:00,Daily,2024/10/04 01:51:23 PM
Castro Pit Stop - Market and Castro streets (JCDecaux),restroom,0,0,0,0,37.7627732,-122.4348053,publicly_accessible,,,,2024/10/10 10:39:51 AM
Patricia's Green in Hayes Valley - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.77594665,-122.42445427,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Laurel Hill Clubhouse,restroom,0,0,0,0,37.78369098827751,-122.4511354376156,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Upper Noe Rec Center,restroom,0,0,0,0,37.74244647159215,-122.42843387178414,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
Lower Great Highway Judah Restrooms,restroom,0,0,0,0,37.760245264681615,-122.50956649424046,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
West Portal Branch Library,drinking_water,1,0,0,0,37.74137018500005,-122.46614395199998,limited_access,,,Daily,2024/10/10 10:24:00 AM
Mountain Lake Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.786971650000005,-122.46793154,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77163402,-122.49513619,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Sunnyside Conservatory,restroom,0,0,0,0,37.73197548973464,-122.44079024379074,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/20 10:36:57 AM
Hayes Valley Clubhouse,restroom,0,0,0,0,37.77590945664165,-122.42765945401244,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Big Rec Restroom,restroom,0,0,0,0,37.768518818120874,-122.4655995456185,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Potrero Hill Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75609616,-122.39683774,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Ocean Beach Pit Stop - Great Highway near Beach Chalet,restroom,0,0,0,0,37.7675953,-122.5107794,publicly_accessible,,,,2024/10/10 10:39:51 AM
SF SPCA,drinking_water,0,1,1,0,37.765617,-122.412366,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.71454846,-122.4058261,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Stanyan Edge Courtyard Drinking Fountain,drinking_water,1,0,0,0,37.76998542,-122.45421167,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Kimball Path Drinking Fountain,drinking_water,1,0,0,0,37.783709,-122.43540351,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Father Alfred E. Boeddeker Park - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.78433303,-122.41220835,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Anna E. Waden Branch Library (Bayview),drinking_water,1,0,0,0,37.732484671000066,-122.39108620099996,limited_access,,,Daily,2024/10/10 10:24:00 AM
19th & Alabama,drinking_water,0,1,1,0,37.760315,-122.412135,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Kezar Turf Drinking fountain,drinking_water,1,0,0,0,37.76752889,-122.45629949,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Merced Heights Clubhouse,restroom,0,0,0,0,37.71773927452562,-122.4701559768848,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Administration Building,restroom,0,0,0,0,37.782315528202496,-122.4356163934808,limited_access,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Argonne Clubhouse,restroom,0,0,0,0,37.779601550461045,-122.4777727574484,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Pioneer Park Restroom,restroom,0,0,0,0,37.80259938123957,-122.40605250572062,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Corona Heights Park - Drinking Fountain/Cooler,drinking_water,1,0,0,1,37.76530917,-122.44029272,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.77133057,-122.49904043,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.71271949,-122.40869125,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mission Dolores Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75947164,-122.42710577,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Sunset Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75684011,-122.48690401,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 2 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.76828882,-122.45471819,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restroom,restroom,0,0,0,0,37.73307159776936,-122.382577828637,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
North Restrooms,restroom,0,0,0,0,37.76888801773871,-122.47084604293474,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
"Heron's Head Park, Eo Center",restroom,0,0,0,0,37.740119,-122.37597,publicly_accessible,08:00:00,17:30:00,Daily,2024/10/04 01:51:23 PM
Richmond Branch Library,drinking_water,1,0,0,0,37.78184424500006,-122.46809920399994,limited_access,,,Daily,2024/10/10 10:24:00 AM
Restrooms,restroom,0,0,0,0,37.73088520798447,-122.3837328418327,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Potrero Rec Path Drinking Fountain,drinking_water,1,0,0,0,37.75633916,-122.39705544,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Camp Mather - Drinking fountain,drinking_water,1,0,0,0,37.880919889999994,-119.85137888,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/19 09:47:28 AM
Minnie and Lovie Path,drinking_water,1,0,0,0,37.71503451,-122.45754733,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mission Pit Stop - Franklin Square Park in the parking lot adjacent to 300 Hampshire St.,restroom,0,0,0,0,37.765187,-122.4083365,publicly_accessible,,,,2024/10/10 10:39:51 AM
"Little Embarcadero, J C Decaux",restroom,0,0,0,0,37.808738,-122.412697,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Michelangelo Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.80117848,-122.41699364,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
South Sunset Playground - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.73800239,-122.4983337,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Lessing & Sears Mini Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.70863362,-122.45545233,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Washington & Hyde Mini Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.794032439999995,-122.41743068,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
525 Golden Gate,drinking_water,0,1,0,0,37.7809272,-122.419371,limited_access,08:00:00,17:00:00,Weekdays,2024/06/27 01:43:12 PM
Trocadero Clubhouse,restroom,0,0,0,0,37.73617234504192,-122.4779173153289,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:11:19 PM
Beach Chalet Soccer Bleacher,drinking_water,1,0,0,0,37.76742123,-122.5083298,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Polo Field Restroom,restroom,0,0,0,0,37.76678653672746,-122.49279315540966,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Model Yacht Clubhouse,restroom,0,0,0,0,37.770201047462926,-122.49559211434624,publicly_accessible,08:00:00,20:00:00,Daily,2024/09/04 01:18:59 PM
Joseph L. Alioto Performing Arts Piazza - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77990302,-122.41730591,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77269576,-122.45520271,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Portola Library,drinking_water,1,0,0,0,37.727114209000035,-122.40636172399996,limited_access,,,Daily,2024/10/10 10:24:00 AM
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.71604517,-122.45732735,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.77662044551919,-122.43391065502786,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Tenderloin Pit Stop - Taylor and Turk streets,restroom,0,0,0,0,37.7832058,-122.4108252,publicly_accessible,,,,2024/10/10 10:39:51 AM
Nursery Restrooms,restroom,0,0,0,0,37.76823041384297,-122.46214572877334,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
McLaren Redwood Grove Drinking Fountain,drinking_water,1,1,0,0,37.72209603,-122.42064776,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Jose Coronado Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.757676929999995,-122.4150985,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Coffman Pool,restroom,0,0,0,0,37.71335158908368,-122.41572366681596,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.77082793,-122.50299988,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Presidio Branch Library,drinking_water,1,0,0,0,37.788910970000074,-122.44485234499996,limited_access,,,Daily,2024/10/10 10:24:00 AM
Polo Field North Restrooms,restroom,0,0,0,0,37.7694207259486,-122.49309991733551,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Jerry Garcia Amphitheatre Restroom,restroom,0,0,0,0,37.72086253617584,-122.41692045488232,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Mission Pit Stop - 16th and Mission streets (JCDecaux),restroom,0,0,0,0,37.7649465,-122.4200173,publicly_accessible,,,,2024/10/10 10:39:51 AM
Tennis Center,restroom,0,0,0,0,37.77005238094658,-122.4595633246121,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
"Mission Pit Stop - SFGH, near SE corner of Building 25",restroom,0,0,0,0,37.7552601,-122.4051895,publicly_accessible,,,,2024/10/10 10:39:51 AM
St. Mary's Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.7329474,-122.42105235,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Drinking Fountain,drinking_water,1,1,0,0,37.73811065,-122.38409679,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mariposa Drinking fountain,drinking_water,1,0,0,0,37.76473968,-122.39131883,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mountain Lake Restrooms,restroom,0,0,0,0,37.78702293940326,-122.47178156987889,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Bayview Gateway Park,drinking_water,1,1,0,0,37.74671,-122.38634,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Holly Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.73711521,-122.42056083,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Alley of Humanitarian Drinking fountain,drinking_water,1,1,0,0,37.77256942,-122.46434065,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
24th & Mission,drinking_water,0,1,1,0,37.752333,-122.418141,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Minnie and Lovie Children's Play Area Drinking Fountain,drinking_water,1,0,0,0,37.71638269,-122.45820802,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Tenderloin Rec Center,restroom,0,0,0,0,37.78474133539745,-122.41569209429984,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:17:47 PM
Chinatown Branch Library,drinking_water,1,0,0,0,37.79523887500005,-122.41008249499998,limited_access,,,Daily,2024/10/10 10:24:00 AM
China Basin Park Water Fountain #2,drinking_water,1,1,0,0,37.776332,-122.388487,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Kimball Path Bottle filling station,drinking_water,1,1,0,0,37.78286559,-122.43452279,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
McLaren Park Oxford St Restroom,restroom,0,0,0,0,37.722952321382685,-122.41856158698464,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Hamilton Rec Center,restroom,0,0,0,0,37.78453259984285,-122.43517781586444,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
P24 - Mariposa Bay Park,drinking_water,1,1,0,1,37.765245,-122.388254,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Boeddeker Clubhouse,restroom,0,0,0,0,37.784313315771854,-122.41181377502645,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Balboa Pool,restroom,0,0,0,0,37.72640027156061,-122.44323590203872,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Peixotto Clubhouse,restroom,0,0,0,0,37.765610267944155,-122.43757489547627,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Fitness Area,restroom,0,0,0,0,37.7723648426424,-122.44768725681776,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Drinking Fountain,drinking_water,1,0,0,0,37.77239048,-122.46012939,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mission Branch Library,drinking_water,1,0,0,0,37.75196896600005,-122.41982646399998,limited_access,,,Daily,2024/10/10 10:24:00 AM
Drinking Fountain,drinking_water,1,1,0,0,37.71392505,-122.41632703,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Sunnyside Conservatory - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.73193823,-122.44074054,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Garfield Square Clubhouse,restroom,0,0,0,0,37.74990573838061,-122.412343944662,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
"SFFD, J C Decaux",restroom,0,0,0,0,37.790166,-122.388767,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Mechanics Plaza at Battery/Market,drinking_water,0,1,0,0,37.79129,-122.399052,publicly_accessible,,,Daily,2024/06/27 01:43:12 PM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76792759,-122.50184765,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Kezar Turf Drinking fountain,drinking_water,1,0,0,0,37.76750658,-122.45566956,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Presidio Heights Clubhouse,restroom,0,0,0,0,37.788483152167615,-122.44983022083372,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Dog Bowl,drinking_water,1,0,0,0,37.77240059,-122.44772931,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Pier 70,restroom,0,0,0,0,37.76059,-122.38563,limited_access,09:00:00,17:00:00,Daily,2024/10/04 01:51:23 PM
Miraloma Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.73910454,-122.44949348,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Presidio Wall Clubhouse,restroom,0,0,0,0,37.79126963424543,-122.45371329325803,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Senior Center,restroom,0,0,0,0,37.771649128845645,-122.4970396391326,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Merced Heights Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.71748144,-122.47038419,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Douglass Clubhouse,restroom,0,0,0,0,37.747814884292936,-122.4384316905048,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
East Restroom,restroom,0,0,0,0,37.72518013090619,-122.44422317580953,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Restrooms,restroom,0,0,0,0,37.79124662417517,-122.43816772732552,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Joseph Lee Rec Center,restroom,0,0,0,0,37.734686763218136,-122.38948264733972,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 05:16:30 PM
Golden Gate Park - Section 7 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76917435,-122.45878342,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Bandstand Public Restrooms,restroom,0,0,0,0,37.76980555864644,-122.46865196284016,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.7679981,-122.5082134,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
McLaren Redwood Grove Restroom,restroom,0,0,0,0,37.72211732283109,-122.42063421731622,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Harding Clubhouse (Sandy Tatum),restroom,0,0,0,0,37.72466408783124,-122.49365476427316,limited_access,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Noe Valley Courts - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.75124298,-122.43900086,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Western Addition Branch Library,drinking_water,1,0,0,0,37.784118524000064,-122.43748930299996,limited_access,,,Daily,2024/10/10 10:24:00 AM
Merced Branch Library,drinking_water,1,0,0,0,37.72659366900007,-122.474493769,limited_access,,,Daily,2024/10/10 10:24:00 AM
Jose Coronado Clubhouse,restroom,0,0,0,0,37.75774134081306,-122.41510303771898,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.76948929,-122.48477771,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Douglass Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.74791785,-122.43840181,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Parkside Square - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.73787938,-122.48463807,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Camp Mather - Ball field bath house Drinking Fountain,drinking_water,1,0,0,0,37.88091866,-119.8514123,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/16 02:37:58 PM
J. P. Murphy Clubhouse,restroom,0,0,0,0,37.75156403315574,-122.4652225507296,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Mission Creek Pavilion,restroom,0,0,0,0,37.77313632980181,-122.39368445415782,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/20 10:36:57 AM
Millwright's Cottage,restroom,0,0,0,0,37.76519674067003,-122.5084366106694,limited_access,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Parkside Square - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.73778064,-122.48449476,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
North Beach Pit Stop - Washington Square at Union St. (JCDecaux),restroom,0,0,0,0,37.8004679,-122.4097323,publicly_accessible,,,,2024/10/10 10:39:51 AM
Buena Vista Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76985323,-122.43960654,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Sgt. John Macaulay Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78538704,-122.4182481,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Moscone Rec Center - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.80149195,-122.43324,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mission Playground - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.75944302,-122.42240856,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Bowling Green Clubhouse,restroom,0,0,0,0,37.76854971802402,-122.45898101337504,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.71511351,-122.45624228,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Visitacion Valley Branch Library,drinking_water,1,0,0,0,37.71245320600008,-122.40788422599996,limited_access,,,Daily,2024/10/10 10:24:00 AM
Tenderloin Pit Stop - Eddy St. and Jones St.,restroom,0,0,0,0,37.7841238,-122.4122697,publicly_accessible,,,,2024/10/10 10:39:51 AM
Dual Fountain,drinking_water,1,0,0,0,37.77239131,-122.4476662,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Beach Chalet Soccer Fields Maintenance Building,restroom,0,0,0,0,37.76689068128529,-122.50766568323402,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/21 02:15:01 PM
China Basin Park Water Fountain #1,drinking_water,1,1,0,0,37.776548,-122.389769,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Annex Restrooms,restroom,0,0,0,0,37.777987531028245,-122.45767116556968,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
China Basin Park Water Fountain #4,drinking_water,0,1,1,0,37.775397,-122.388882,publicly_accessible,,,Daily,2024/10/04 01:51:23 PM
Tenderloin Pit Stop - 388 Ellis St.,restroom,0,0,0,0,37.7850978,-122.4125547,publicly_accessible,,,,2024/10/10 10:39:51 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.767355349999995,-122.50800821,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
John McLaren Park - Drinking Fountain/Cooler,drinking_water,1,0,0,1,37.722146679999994,-122.42056918,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Noe Valley Courts - Drinking Fountain/Cooler,drinking_water,1,0,0,1,37.75145345999999,-122.43894561,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
GGP 5 Dog Play Area Drinking Fountain,drinking_water,1,0,0,0,37.77074543,-122.49897684,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Park Branch Library,drinking_water,1,0,0,0,37.770135518000075,-122.45100115999998,limited_access,,,Daily,2024/10/10 10:24:00 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.7662457,-122.45578886,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Embarcadero Pit Stop - Embarcadero Plaza (JCDecaux),restroom,0,0,0,0,37.7946278,-122.394598,publicly_accessible,,,,2024/10/10 10:39:51 AM
Heron's Head Eco Center,restroom,0,0,0,0,37.739739593729915,-122.37539271248392,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Alamo Square - Alamo Path Drinking Fountain,drinking_water,1,1,0,0,37.77667455,-122.43390501,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Mid-Market Pit Stop - Hallidie Plaza (JCDecaux),restroom,0,0,0,0,37.7844142,-122.4077797,publicly_accessible,,,,2024/10/10 10:39:51 AM
Ball Diamond 1 Grandstand,restroom,0,0,0,0,37.71497368960945,-122.43183192135574,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Drinking Fountain,drinking_water,1,0,0,0,37.76807813,-122.45792484,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Palega Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.72925373,-122.40981944,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Drinking Fountain,drinking_water,1,1,0,0,37.71242802,-122.48940364,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Harbormasters Office (Old),restroom,0,0,0,0,37.806636336844214,-122.44262145562116,limited_access,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
Grattan Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.76261998,-122.4517025,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Margaret S.Hayward Playground - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.78126338,-122.42519371,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Excelsior Playground - Drinking Fountain/Cooler,drinking_water,1,1,0,0,37.72008416,-122.43381225,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
"Pier 45, Shed A",restroom,0,0,0,0,37.809195,-122.416145,limited_access,08:00:00,20:00:00,Daily,2024/10/04 01:51:23 PM
Drinking Fountain,drinking_water,1,0,0,0,37.76845382,-122.45704846,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Kimball Children's Play Area Drinking Fountain,drinking_water,1,0,0,0,37.78370469,-122.43508311,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Restrooms,restroom,0,0,0,0,37.794611401480445,-122.40563810471431,publicly_accessible,08:00:00,20:00:00,Daily,2024/08/13 04:58:33 PM
John McLaren Park - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.72368986,-122.42308908,publicly_accessible,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
Joseph L. Alioto Performing Arts Piazza - Drinking Fountain/Cooler,drinking_water,1,0,0,0,37.77916554,-122.41722142,limited_access,08:00:00,20:00:00,Daily,2024/07/23 12:28:50 PM
